epoch,iou,loss,val_iou,val_loss
26,0.08962014140800023,0.014026460366156429,0.11297078877687454,0.014319076016545296
27,0.19124249736659038,0.014172024170432288,0.3555256187915802,0.0034030044451355936
28,0.09649590310306312,0.021984790939873513,0.0011476531624794006,0.02053785938769579
29,0.14617646564371312,0.01643786689815804,0.09511169493198394,0.013533647917211056
30,0.1667113954272981,0.010255604576414976,0.14970379322767258,0.010174835659563541
31,0.16895493153387156,0.011126968790239725,0.24375281482934952,0.00835797912441194
32,0.15649958198460248,0.01384963154888306,0.17720127403736113,0.01472599811386317
33,0.14742318315741917,0.011240973999986473,0.018525967374444008,0.02425368893891573
34,0.16556894089071414,0.016460054706280623,0.1397889457643032,0.0091379648540169
35,0.1979545368693578,0.012907900352729484,0.08907612264156342,0.014686053246259689
36,0.18411240750589433,0.015378412054791952,0.04241509437561035,0.02189350575208664
37,0.12484443240249768,0.012758782805086901,0.03477643728256226,0.012555556185543538
38,0.24718720599626884,0.005769278803386559,0.2852479115128517,0.00509855777490884
39,0.20593692333652422,0.010525553120085252,0.23176066279411317,0.0034587000962346794
40,0.19839649895826975,0.008062006975822628,0.09098714366555213,0.010617996752262115
41,0.16971383535136014,0.008429716419553958,0.08728992938995361,0.008896620478481054
42,0.2208054430830555,0.010433045690707589,0.16067862510681152,0.015422818250954151
43,0.20375205153742662,0.007779987108780262,0.011947476863861084,0.012132159620523452
44,0.1605383526915923,0.008407407147714343,0.04939588606357574,0.013948388304561377
45,0.1964538029442804,0.010692451023108637,0.06046973317861557,0.009045690391212701
46,0.19240497229382014,0.00908449309048219,0.20191241130232812,0.008000256726518273
47,0.1894089376601653,0.007868682473109892,0.14380993843078613,0.006010294472798705
48,0.19264952645589334,0.0073446655274333,0.00139542231336236,0.01316839586943388
49,0.27308097863808656,0.007621308896863737,0.1761998400092125,0.006441452074795961
50,0.15699820783442986,0.008699239254033623,0.1585608132183552,0.01306322063319385
51,0.12477946993059073,0.010713187020976478,0.2171779453754425,0.007218379387632012
52,0.22369751224342066,0.009372971534433488,0.3549553990364075,0.004650008206954226
53,0.23682651606698832,0.010665589982333282,0.09574698619544506,0.014884875295683742
54,0.1675010590145412,0.0077068033860996366,0.19686697660945357,0.007505004742415622
55,0.2391765475204477,0.0075180339477717495,0.17768847048282624,0.01186790595529601
56,0.3124634291117008,0.004279743346463268,0.19939089715480804,0.007247993734199554
57,0.2383859519173618,0.007293960504914419,0.07272914052009583,0.015322936791926622
58,0.21102066072993553,0.007709792442022799,0.3454881876707077,0.005386300780810416
59,0.14734592214555073,0.011800049481023915,0.3552441120147705,0.003452589316293597
60,0.1956384277018981,0.015954704976861533,0.0045483410358428955,0.022692250646650793
61,0.1219476723524097,0.013249105003734048,0.08210524916648865,0.010474162362515926
62,0.28183174376877457,0.0062237971063810755,0.11384361423552036,0.0068635036237537864
63,0.1909923595495713,0.00824209432810163,0.3157039672136307,0.00586617854423821
64,0.18187974185611194,0.010595118813515186,0.13225509524345397,0.006946487328968942
65,0.21044089306050387,0.009111958915570702,0.04242971467319876,0.016276657953858374
66,0.19172574505687523,0.011977125744660718,0.16731553077697753,0.01552570324856788
67,0.1997884139418602,0.014196304423818126,0.2840771794319153,0.008853964490117504
68,0.24058748924961457,0.009802209596949605,0.10120106711983681,0.017586987931281328
69,0.1840482495056513,0.010376128417332299,0.05700826048851013,0.02449480351060629
70,0.2326446444285699,0.005720599169413058,0.36905514895915986,0.0031714342068880795
71,0.2534419543957577,0.007150470624671867,0.12932224236428738,0.006928571988828481
72,0.26148936464093053,0.008014588120530765,0.09519705772399903,0.01676735430955887
73,0.19656126537861732,0.0064403411353198,0.14462428092956542,0.010322842467576265
74,0.2046957461593243,0.006055661343569414,0.2127340704202652,0.01019869390875101
75,0.262168421720465,0.009672648706607735,0.2390202358365059,0.007985062757506966
76,0.21334994265523094,0.006300714884836895,0.2759406566619873,0.006919694185489789
77,0.19362588465595856,0.008773028910255585,0.31984384804964067,0.007978744013234973
78,0.2673966503308083,0.005764942883382527,0.2722210079431534,0.006794086424633861
79,0.18372370535507798,0.007475012889466224,0.0,0.03233316168189049
80,0.2379402334873493,0.0050149350628579175,0.07739950716495514,0.021905057970434426
81,0.30576860622908825,0.006611003535232531,0.26793168634176256,0.00373756205663085
82,0.23330868772254923,0.006523517751469253,0.08534974455833436,0.011911724600940943
83,0.1898393739396945,0.007651908967930537,0.07658518552780151,0.014628478419035673
84,0.21305669223268828,0.0076162872734503485,0.14255889505147934,0.007265148917213082
85,0.20401059839731225,0.008317451233056206,0.22653298527002336,0.005223682126961648
86,0.276220519716541,0.007994390483079955,0.04530762732028961,0.013490856904536486
87,0.20098786767667684,0.007257774397611427,0.07027007639408112,0.01062576025724411
88,0.31514443858311725,0.003790160441078628,0.1584877774119377,0.016404272906947882
89,0.25939620171601957,0.005848307823702597,0.21642267107963561,0.010771829681470991
90,0.29518542995748037,0.0053567008357136865,0.16966013610363007,0.01080935075879097
91,0.17809378492454878,0.009147451544264093,0.027633243799209596,0.0218858246691525
92,0.22014208432012358,0.00841235108852673,0.211818166077137,0.0066628597676754
93,0.14515898699084154,0.01708007788954255,0.041479688882827756,0.021909276209771632
94,0.24686450363160709,0.006207226946105202,0.28611321449279786,0.008635340584442019
95,0.23559008261714226,0.0071542590926699815,0.32126633524894715,0.00590170684736222
96,0.3489199531957125,0.004950997467788581,0.20052218139171601,0.009608860267326236
97,0.24389305806312805,0.008309548769970067,0.1093727819621563,0.012475270591676236
98,0.23959759651468351,0.0064273629067405965,0.05356104848906398,0.018853123113512994
99,0.24184304619064698,0.012172570813280076,0.2242892473936081,0.0076475781854242085
