epoch,iou,loss,val_iou,val_loss
0,0.10561154114727217,0.04111979154344553,0.0006605693139135838,0.045808345824480054
1,0.12087062354653309,0.03813633611664558,0.026555824279785156,0.05170450657606125
2,0.13092840333970693,0.03249996559073528,0.08163123019039631,0.04475319273769855
3,0.13218154072857055,0.034354496317414135,0.01585211604833603,0.05301642529666424
4,0.14250353521977863,0.03398251829621119,0.030424332618713378,0.050889204069972035
5,0.10944136150945456,0.025826976885302708,0.025320565700531004,0.038824336417019364
6,0.18391728277007738,0.02330790100714717,0.08687718510627747,0.03802004028111696
7,0.1556798352692754,0.02076660122913428,0.0,0.03912149891257286
8,0.07289023305743168,0.026477373897647247,0.020278050750494003,0.031390335597097876
9,0.06449857470579445,0.024968479545070574,0.058098895475268364,0.028008943423628807
10,0.07612485983050786,0.025987395828661438,0.04049103520810604,0.024848120380192996
11,0.16560856947221625,0.014815197648623815,0.0008948229253292084,0.033405715972185133
12,0.08911495895471233,0.021085477565439083,0.0645296573638916,0.03228654284030199
13,0.1435468934285335,0.01647578543410278,0.031029009772464634,0.03905706405639649
14,0.08159894310534956,0.019198771237801664,0.0018362367525696754,0.023304420709609985
15,0.10109675236834356,0.01743297631112047,0.005916159972548485,0.03175741210579872
16,0.1594009997251515,0.012950064047263602,0.011014606803655624,0.030761803314089776
17,0.09192305574050316,0.019408589751364138,0.14026399999856948,0.018779551982879637
18,0.12419648835053429,0.01858264233958788,0.06304049789905548,0.026912792958319186
19,0.09112966619431973,0.01823452043418701,0.14582428336143494,0.021909596957266332
20,0.10673199819687468,0.014007731424405789,0.020104795694351196,0.04973426330834627
21,0.08954493362361039,0.022723145224750996,0.015636849217116833,0.04662658330053091
22,0.15975859274084753,0.01735300764751931,0.06028110384941101,0.046916939318180084
23,0.10588677690770382,0.016568033144069023,0.05883432030677795,0.02884318893775344
24,0.07009638217874826,0.02199862179800104,0.0036977391690015795,0.03889930620789528
25,0.06583636521528928,0.01673287072051794,0.04561487529426813,0.028222883585840464
26,0.1993700831841964,0.013869339811394755,0.01680258847773075,0.028021838143467905
27,0.06183669142998182,0.018792349794425834,0.002082938142120838,0.04208918660879135
28,0.09518693617354028,0.025794750045185,0.02387857437133789,0.03192972242832184
29,0.10565427371348517,0.015652282041115448,0.11267631351947785,0.02262715855613351
30,0.14731370688726506,0.016585357828985136,0.0,0.03387436494231224
31,0.06805592680421586,0.023612552489607763,0.0035467632114887238,0.02037791572511196
32,0.07019933781180626,0.022653271879953068,0.09515732526779175,0.03853488928871229
33,0.08879988306225875,0.018299964173004415,0.0,0.040403326973319054
34,0.12184185811164729,0.018736384182165448,0.050227892398834226,0.024681385979056357
35,0.10874997157579622,0.016971368223983936,0.14705230593681334,0.012033610977232457
36,0.08990957854443994,0.02456410705911903,0.03934336602687836,0.03643105449154973
37,0.08087975815989268,0.01814514110521533,0.015532536804676056,0.018548925407230854
38,0.20005176758441406,0.010072820035603423,0.0,0.030645661987364292
39,0.14770095493310156,0.019051622162059616,0.0,0.03837407976388931
40,0.08146560220764233,0.016212942293630198,0.00033111872617155316,0.028048436809331178
41,0.07889998289875877,0.019345877268232215,0.055087828636169435,0.026221343223005532
42,0.042617132140992164,0.022716740486570276,0.0030674804002046585,0.0270959984511137
43,0.07697062777020992,0.016210661471212424,0.0,0.028389184176921843
44,0.12544184684371337,0.015412636851975456,0.025156626105308534,0.02687019221484661
45,0.1162626516911237,0.015038318430575041,0.0054455862380564215,0.03671849630773068
46,0.13114859945833302,0.014372902089514984,0.0,0.02479526475071907
47,0.06190238185883619,0.01608332742501098,0.0036567339673638346,0.030938084423542022
48,0.09014652094218689,0.012408454833814923,0.016725169122219087,0.029858499020338058
49,0.1410288710433703,0.011725447069740115,0.16757722347974777,0.017066509556025268
50,0.10371514807980603,0.016816111833740693,0.02370198965072632,0.027271584235131742
51,0.11017940771312286,0.01799063513186784,0.0907856583595276,0.023248963057994843
52,0.10115485619275998,0.013505730440672964,0.016279144585132597,0.04736865721642971
53,0.04466415206209207,0.019889818964143977,0.0104136660695076,0.046462314389646056
54,0.15091460924117994,0.01450201960725304,0.04952850043773651,0.04414263479411602
55,0.09711202272237876,0.016112359222741082,0.04892311245203018,0.029091194458305835
56,0.11147400469352038,0.01367659436371655,0.011618457362055778,0.034631956834346056
57,0.06418839839693063,0.020773364251885466,0.04167484706267714,0.026258755661547183
58,0.17997642618436843,0.014956182238305561,0.01646459512412548,0.02813368532806635
59,0.11194963686359234,0.011611901399775002,0.0,0.04196557067334652
60,0.05816432871879675,0.02753467311581167,0.01449865847826004,0.031986917834728956
61,0.12591850915207312,0.014355162092938255,0.1011535543948412,0.022066035773605108
62,0.17117550870021567,0.010362301485236878,0.0,0.03284401968121529
63,0.09214307472873957,0.02060068331849881,0.004909259080886841,0.01896051540970802
64,0.0721174435546765,0.021973665851431016,0.08221473693847656,0.03684515543282032
65,0.08348346644869217,0.019594880803010594,0.0,0.0403791869059205
66,0.10919478440131897,0.016824174370879356,0.06095982789993286,0.02336109597235918
67,0.1191340413613197,0.017997629850959547,0.12565215229988097,0.012195735517889262
68,0.10326804981592339,0.01995534137210761,0.020488040149211885,0.0355123545974493
69,0.09842573422699785,0.017460562023095403,0.0072352498769760135,0.016440892545506357
70,0.1572776259138034,0.012825910584069788,0.0,0.0332103930413723
71,0.15495667962405163,0.014209260716317939,0.0,0.03777675777673721
72,0.17520074703945562,0.01376047151727387,0.0,0.027053642272949218
73,0.09945764660071103,0.017327299144548867,0.04831807315349579,0.024782761186361312
74,0.04425572883337736,0.018558310446305536,0.005452109873294831,0.02692772392183542
75,0.0671186003451928,0.01989054684049617,0.0,0.027877269312739372
76,0.14572322578766408,0.010305485703074971,0.017626090347766875,0.026720230653882026
77,0.11116751537729914,0.01660688999347771,0.004474348295480013,0.034978652745485304
78,0.13199658887102628,0.012091538768846733,0.0,0.023956111818552017
79,0.10015754568247268,0.015254310787452433,0.0191181480884552,0.03091882895678282
80,0.09799859376671986,0.010983344892827937,0.022680939733982088,0.02933708466589451
81,0.13815563348814464,0.011899319759462602,0.1291932702064514,0.017778221424669026
82,0.12827805544321352,0.014045462454072176,0.01595684289932251,0.02915441207587719
83,0.12714042700827122,0.015789736644364893,0.08703224118798972,0.023539293371140958
84,0.0888448725335109,0.01447187633946156,0.018743444979190827,0.04914854969829321
85,0.09738023109877339,0.010600228651384942,0.002258957363665104,0.046675501577556136
86,0.11124207228063963,0.01833650485227386,0.061539840698242185,0.04167068041861057
87,0.16710359421081078,0.016572481863057383,0.05262654572725296,0.027331498451530933
88,0.11809300970381652,0.012817393179433659,0.001123345922678709,0.03382270578294992
89,0.07500998699703278,0.018717856680711683,0.011547456681728362,0.030322184786200523
90,0.11597388428755295,0.012887787832042728,0.0102640300989151,0.029964036121964455
91,0.22232403797216904,0.010851270183383558,0.0,0.041881779581308363
92,0.08288041403135046,0.015390078943127241,0.01116727665066719,0.0315393038559705
93,0.10679684154307231,0.02266347107405846,0.13023657500743865,0.021043377881869673
94,0.15359420094113702,0.012301619895972693,0.0,0.03091711699962616
95,0.14400216658862355,0.01603311991904122,0.005568182095885277,0.01550389975309372
96,0.0820154175401116,0.018335623326353155,0.07318422198295593,0.035944125382229686
97,0.09395301867371951,0.019952826052665327,0.0,0.039744028635323045
98,0.10487831197679043,0.014007996621493919,0.06959441900253296,0.02274431921541691
99,0.16290477758798844,0.01645192399304599,0.12217166423797607,0.012509439513087273
